[0515/061343.592:ERROR:bad_message.cc(26)] Terminating renderer for bad IPC message, reason 213
[0515/065528.571:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065528.718:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (383x256) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065528.842:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065545.451:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x354) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065545.532:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065545.618:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065545.825:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065546.040:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065546.265:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065546.368:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (384x256) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065546.449:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1418) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065549.698:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x579) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065549.764:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1365) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065549.800:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1365x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065550.030:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1212x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065550.154:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x171) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065550.380:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065557.366:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1536) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065559.024:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/065559.187:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070201.331:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (384x256) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070204.116:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x864) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070208.129:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x354) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070209.779:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x906) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070211.595:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x170) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070211.770:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070213.738:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x171) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070213.924:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070215.225:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070254.479:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070255.103:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070255.918:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (23x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070255.996:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (25x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070256.101:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (24x33) to (16x32).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070256.175:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x170) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070256.253:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x355) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070256.393:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x768) to (1024x512).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070256.393:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x171) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070256.426:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (768x1024) to (512x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070256.566:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070307.395:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x185) to (256x128).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070308.437:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1536) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070315.427:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1348) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070316.529:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1536) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070317.270:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070318.825:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070319.674:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1819x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070320.194:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1418) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070350.428:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1536) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070350.872:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1536x1024) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070351.722:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070352.419:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (256x355) to (256x256).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070352.706:INFO:CONSOLE(21463)] "THREE.WebGLRenderer: Texture has been resized from (1024x1819) to (1024x1024).", source: http://localhost/PacMan-master/3D/build/three.module.js (21463)
[0515/070948.373:WARNING:sync_reader.cc(190)] SyncReader::Read timed out, audio glitch count=10
[0515/070948.626:WARNING:sync_reader.cc(190)] SyncReader::Read timed out, audio glitch count=20
[0515/070948.870:WARNING:sync_reader.cc(190)] SyncReader::Read timed out, audio glitch count=30
[0515/070949.124:WARNING:sync_reader.cc(190)] SyncReader::Read timed out, audio glitch count=40
[0515/070949.399:WARNING:sync_reader.cc(190)] SyncReader::Read timed out, audio glitch count=50
[0515/070949.653:WARNING:sync_reader.cc(190)] SyncReader::Read timed out, audio glitch count=60
[0515/070949.906:WARNING:sync_reader.cc(190)] SyncReader::Read timed out, audio glitch count=70
[0515/070950.170:WARNING:sync_reader.cc(190)] SyncReader::Read timed out, audio glitch count=80
[0515/070950.435:WARNING:sync_reader.cc(190)] SyncReader::Read timed out, audio glitch count=90
[0515/070950.699:WARNING:sync_reader.cc(190)] SyncReader::Read timed out, audio glitch count=100
[0515/070950.699:WARNING:sync_reader.cc(193)] (log cap reached, suppressing further logs)
[0515/071225.012:ERROR:gl_bindings_autogen_gl.cc(15525)] Trying to call glDeleteFencesNV without current GL context
[0515/071225.088:ERROR:gl_bindings_autogen_gl.cc(15525)] Trying to call glDeleteFencesNV without current GL context
[0515/071712.660:INFO:CONSOLE(10)] "db created", source: http://192.168.56.1:888/JAlpha/indexedDB.js (10)
[0515/071825.839:INFO:CONSOLE(61)] "db written", source: http://192.168.56.1:888/JAlpha/indexedDB.js (61)
